COG,KO,COG2,COG3,COG4,func,name
COG3540,K01113,,,NA,P,Phosphodiesterase/alkaline phosphatase D
COG3541,K07074,,,NA,R,Predicted nucleotidyltransferase
COG3542,K09705,,,NA,R,Predicted sugar epimerase, cupin superfamily
COG3543,K09706,,,NA,S,Uncharacterized protein
COG3545,K07002,,,NA,R,Predicted esterase of the alpha/beta hydrolase fold
COG3546,K07217,,,NA,P,Mn-containing catalase (includes spore coat protein CotJC)
COG3547,K07486,,,NA,X,Transposase
COG3549,K07334,,,NA,V,Plasmid maintenance system killer protein
COG3550,K07154,,,NA,T,Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module
COG3552,K07161,,,NA,S,Uncharacterized conserved protein, contains von Willebrand factor type A (vWA) domain
COG3553,K09956,,,NA,S,Uncharacterized protein
COG3554,K09957,,,NA,S,Uncharacterized protein
COG3555,K12979,,,NA,O,Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily
COG3555,K22616,,,NA,O,Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily
COG3556,K08983,,,NA,S,Uncharacterized membrane protein
COG3557,K07586,,,NA,S,Uncharacterized domain/protein associated with RNAses G and E
COG3558,K09958,,,NA,S,Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily
COG3560,K07078,,,NA,R,Fatty acid repression mutant protein (predicted oxidoreductase)
COG3561,K07741,,,NA,X,Phage anti-repressor protein
COG3562,K07265,,,NA,M,Capsule polysaccharide modification protein KpsS
COG3563,K07266,,,NA,M,Capsule polysaccharide export protein KpsC/LpsZ
COG3564,K09959,,,NA,S,Uncharacterized conserved protein, DUF779 family
COG3565,K06991,,,NA,R,Predicted dioxygenase of extradiol dioxygenase family
COG3566,K09960,,,NA,S,Uncharacterized protein
COG3567,K09961,,,NA,S,Uncharacterized protein
COG3568,K06896,,,NA,R,Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family
COG3569,K03163,,,NA,L,DNA topoisomerase IB
COG3570,K04343,,,NA,V,Streptomycin 6-kinase
COG3571,K07020,,,NA,R,Predicted hydrolase of the alpha/beta-hydrolase fold
COG3573,K07077,,,NA,R,Predicted oxidoreductase
COG3573,K18561,,,NA,R,Predicted oxidoreductase
COG3575,K09962,,,NA,S,Uncharacterized protein
COG3576,K07006,,,NA,R,Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily
COG3577,K06985,,,NA,R,Predicted aspartyl protease
COG3579,K01372,,,NA,E,Aminopeptidase C
COG3582,K07059,,,NA,R,Predicted nucleic acid binding protein containing the AN1-type Zn-finger
COG3583,K21688,,,NA,S,Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains
COG3587,K01156,,,NA,V,Restriction endonuclease
COG3588,K01623,,,NA,G,Fructose-bisphosphate aldolase class 1
COG3589,K09963,,,NA,S,Uncharacterized protein
COG3590,K07386,,,NA,O,Predicted metalloendopeptidase
COG3591,K04775,,,NA,E,V8-like Glu-specific endopeptidase
COG3591,K01318,,,NA,E,V8-like Glu-specific endopeptidase
COG3593,K07459,,,NA,L,Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains
COG3594,K13664,,,NA,G,Fucose 4-O-acetylase or related acetyltransferase
COG3594,K21005,,,NA,G,Fucose 4-O-acetylase or related acetyltransferase
COG3594,K13663,,,NA,G,Fucose 4-O-acetylase or related acetyltransferase
COG3595,K11621,,,NA,S,Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains
COG3596,K06946,,,NA,R,Predicted GTPase
COG3598,K07505,,,NA,L,RecA-family ATPase
COG3599,K04074,,,NA,D,Cell division septum initiation DivIVA, interacts with FtsZ, MinD and other proteins
COG3602,K09964,,,NA,S,Uncharacterized protein
COG3603,K09707,,,NA,S,Uncharacterized protein
COG3604,K02584,,,NA,KT,Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3604,K11914,,,NA,KT,Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3604,K15836,,,NA,KT,Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3604,K12146,,,NA,KT,Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3604,K12266,,,NA,KT,Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3605,K08484,,,NA,T,Signal transduction protein containing GAF and PtsI domains
COG3607,K07032,,,NA,R,Predicted lactoylglutathione lyase
COG3608,K06987,,,NA,R,Predicted deacylase
COG3608,K15784,,,NA,R,Predicted deacylase
COG3609,K07746,,,NA,K,Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain
COG3611,K03346,,,NA,L,Replication initiation and membrane attachment protein DnaB
COG3616,K18425,,,NA,E,D-serine deaminase, pyridoxal phosphate-dependent
COG3616,K20498,,,NA,E,D-serine deaminase, pyridoxal phosphate-dependent
COG3616,K20757,,,NA,E,D-serine deaminase, pyridoxal phosphate-dependent
COG3618,K07046,,,NA,R,Predicted metal-dependent hydrolase, TIM-barrel fold
COG3618,K18982,,,NA,R,Predicted metal-dependent hydrolase, TIM-barrel fold
COG3621,K06900,,,NA,R,Patatin-like phospholipase/acyl hydrolase
COG3622,K22131,,,NA,G,Hydroxypyruvate isomerase
COG3622,K01816,,,NA,G,Hydroxypyruvate isomerase
COG3623,K03082,,,NA,G,L-ribulose-5-phosphate 3-epimerase UlaE
COG3623,K03079,,,NA,G,L-ribulose-5-phosphate 3-epimerase UlaE
COG3624,K06166,,,NA,P,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
COG3625,K06165,,,NA,P,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
COG3626,K06164,,,NA,P,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
COG3627,K06163,,,NA,P,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
COG3628,K06903,,,NA,X,Phage baseplate assembly protein W
COG3630,K01573,,,NA,C,Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit
COG3631,K06893,,,NA,R,Ketosteroid isomerase-related protein
COG3633,K07862,,,NA,E,Na+/serine symporter
COG3634,K03387,,,NA,V,Alkyl hydroperoxide reductase subunit AhpF
COG3635,K15635,,,NA,G,2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type
COG3637,K11934,,,NA,M,Opacity protein and related surface antigens
COG3637,K16078,,,NA,M,Opacity protein and related surface antigens
COG3638,K02041,,,NA,P,ABC-type phosphate/phosphonate transport system, ATPase component
COG3639,K02042,,,NA,P,ABC-type phosphate/phosphonate transport system, permease component
COG3640,K07321,,,NA,O,CO dehydrogenase nickel-insertion accessory protein CooC1
COG3641,K07035,,,NA,S,Uncharacterized membrane protein (does not regulate perfringolysin O expression)
COG3642,K07174,,,NA,J,tRNA A-37 threonylcarbamoyl transferase component Bud32
COG3642,K08851,,,NA,J,tRNA A-37 threonylcarbamoyl transferase component Bud32
COG3643,K00603,,,NA,E,Glutamate formiminotransferase
COG3644,K09965,,,NA,S,Uncharacterized protein
COG3647,K08984,,,NA,S,Uncharacterized membrane protein YjdF
COG3649,K19115,,,NA,V,CRISPR/Cas system type I-B associated protein Csh2, Cas7 group, RAMP superfamily
COG3649,K19118,,,NA,V,CRISPR/Cas system type I-B associated protein Csh2, Cas7 group, RAMP superfamily
COG3650,K08985,,,NA,S,Uncharacterized membrane protein
COG3651,K09966,,,NA,S,Uncharacterized conserved protein, DUF2237 family
COG3652,K08995,,,NA,S,Predicted outer membrane protein
COG3654,K07341,,,NA,X,Prophage maintenance system killer protein
COG3655,K07727,,,NA,K,DNA-binding transcriptional regulator, XRE family
COG3659,K07267,,,NA,M,Carbohydrate-selective porin OprB
COG3660,K07276,,,NA,D,Mitochondrial fission protein ELM1
COG3661,K01235,,,NA,G,Alpha-glucuronidase
COG3663,K20813,,,NA,L,G:T/U-mismatch repair DNA glycosylase
COG3663,K03649,,,NA,L,G:T/U-mismatch repair DNA glycosylase
COG3664,K21000,,,NA,G,Beta-xylosidase
COG3665,K09967,,,NA,S,Uncharacterized conserved protein YcgI, DUF1989 family
COG3666,K07487,,,NA,X,Transposase
COG3667,K07233,,,NA,P,Uncharacterized protein involved in copper resistance
COG3668,K19092,,,NA,X,Plasmid stabilization system protein ParE
COG3669,K01206,,,NA,G,Alpha-L-fucosidase
COG3670,K11159,,,NA,Q,Carotenoid cleavage dioxygenase or a related enzyme
COG3670,K00464,,,NA,Q,Carotenoid cleavage dioxygenase or a related enzyme
COG3676,K07488,,,NA,X,Transposase and inactivated derivatives
COG3677,K07489,,,NA,X,Transposase
COG3678,K06006,,,NA,O,Periplasmic protein refolding chaperone Spy/CpxP family
COG3680,K09968,,,NA,S,Uncharacterized protein
COG3681,K20021,,,NA,E,L-cysteine desulfidase
COG3682,K07737,,,NA,K,Predicted transcriptional regulator
COG3682,K02546,,,NA,K,Predicted transcriptional regulator
COG3682,K02171,,,NA,K,Predicted transcriptional regulator
COG3684,K01635,,,NA,G,Tagatose-1,6-bisphosphate aldolase
COG3684,K01671,,,NA,G,Tagatose-1,6-bisphosphate aldolase
COG3687,K07044,,,NA,R,Predicted metal-dependent hydrolase
COG3688,K06962,,,NA,R,Predicted RNA-binding protein containing a PIN domain
COG3689,K08986,,,NA,S,Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family
COG3693,K01181,,,NA,G,Endo-1,4-beta-xylanase, GH35 family
COG3695,K07443,,,NA,K,Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain
COG3696,K15726,,,NA,P,Cu/Ag efflux pump CusA
COG3696,K07787,,,NA,P,Cu/Ag efflux pump CusA
COG3696,K07239,,,NA,P,Cu/Ag efflux pump CusA
COG3696,K11326,,,NA,P,Cu/Ag efflux pump CusA
COG3697,K05964,,,NA,HI,Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)
COG3700,K03788,,,NA,PR,Acid phosphatase (class B)
COG3701,K20531,,,NA,U,Type IV secretory pathway, TrbF components
COG3701,K03200,,,NA,U,Type IV secretory pathway, TrbF components
COG3702,K03198,,,NA,U,Type IV secretory pathway, VirB3 components
COG3702,K12079,,,NA,U,Type IV secretory pathway, VirB3 components
COG3703,K07232,,,NA,P,Cation transport regulator ChaC
COG3704,K12084,,,NA,U,Type IV secretory pathway, VirB6 components
COG3704,K03201,,,NA,U,Type IV secretory pathway, VirB6 components
COG3705,K02502,,,NA,E,ATP phosphoribosyltransferase regulatory subunit HisZ
COG3706,K02488,,,NA,TK,Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain
COG3706,K18444,,,NA,TK,Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain
COG3706,K13591,,,NA,TK,Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain
COG3707,K07183,,,NA,TK,Two-component response regulator, AmiR/NasT family, consists of REC and RNA-binding antiterminator (ANTAR) domains
COG3707,K22010,,,NA,TK,Two-component response regulator, AmiR/NasT family, consists of REC and RNA-binding antiterminator (ANTAR) domains
COG3709,K05774,,,NA,G,Ribose 1,5-bisphosphokinase PhnN
COG3710,K03765,,,NA,K,DNA-binding winged helix-turn-helix (wHTH) domain
COG3710,K22486,,,NA,K,DNA-binding winged helix-turn-helix (wHTH) domain
COG3710,K10921,,,NA,K,DNA-binding winged helix-turn-helix (wHTH) domain
COG3711,K22976,,,NA,K,Transcriptional antiterminator
COG3711,K03483,,,NA,K,Transcriptional antiterminator
COG3711,K03491,,,NA,K,Transcriptional antiterminator
COG3711,K22977,,,NA,K,Transcriptional antiterminator
COG3711,K22980,,,NA,K,Transcriptional antiterminator
COG3711,K03488,,,NA,K,Transcriptional antiterminator
COG3711,K03480,,,NA,K,Transcriptional antiterminator
COG3711,K02538,,,NA,K,Transcriptional antiterminator
COG3711,K03493,,,NA,K,Transcriptional antiterminator
COG3712,K07165,,,NA,PT,Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19
COG3713,K07274,,,NA,M,Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family
COG3715,K02746,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K10985,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K19508,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K17466,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K02795,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K02814,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3715,K11196,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3716,K02815,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K02771,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K02747,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K10986,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K19509,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K17467,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3716,K02796,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3717,K01815,,,NA,G,5-keto 4-deoxyuronate isomerase
COG3718,K03337,,,NA,G,5-deoxy-D-glucuronate isomerase
COG3719,K01169,,,NA,J,Ribonuclease I
COG3720,K07225,,,NA,P,Putative heme degradation protein
COG3721,K07227,,,NA,P,Putative heme iron utilization protein
COG3722,K02562,,,NA,K,DNA-binding transcriptional regulator, MltR family
COG3723,K07455,,,NA,L,Recombinational DNA repair protein RecT
COG3724,K01484,,,NA,E,Succinylarginine dihydrolase
COG3725,K03807,,,NA,V,Membrane protein required for beta-lactamase induction
COG3726,K07186,,,NA,S,Uncharacterized membrane protein affecting hemolysin expression
COG3727,K07458,,,NA,L,G:T-mismatch repair DNA endonuclease, very short patch repair protein
COG3728,K07474,,,NA,X,Phage terminase, small subunit
COG3729,K06884,,,NA,R,General stress protein YciG, contains tandem KGG domains
COG3731,K02781,,,NA,G,Phosphotransferase system sorbitol-specific component IIA
COG3732,K02782,,,NA,G,Phosphotransferase system sorbitol-specific component IIBC
COG3733,K00276,,,NA,Q,Cu2+-containing amine oxidase
COG3734,K00883,,,NA,G,2-keto-3-deoxy-galactonokinase
COG3735,K09973,,,NA,S,Uncharacterized conserved protein YbaP, TraB family
COG3736,K03203,,,NA,U,Type IV secretory pathway, component VirB8
COG3736,K12095,,,NA,U,Type IV secretory pathway, component VirB8
COG3736,K12081,,,NA,U,Type IV secretory pathway, component VirB8
COG3736,K12050,,,NA,U,Type IV secretory pathway, component VirB8
COG3738,K09974,,,NA,S,Uncharacterized protein YijF, DUF1287 family
COG3740,K06904,,,NA,X,Phage head maturation protease
COG3741,K01479,,,NA,E,N-formylglutamate amidohydrolase
COG3742,K19686,,,NA,S,Uncharacterized protein, contains PIN domain
COG3745,K02279,,,NA,UW,Flp pilus assembly protein CpaB
COG3746,K07221,,,NA,P,Phosphate-selective porin
COG3751,K07394,,,NA,JO,Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain
COG3754,K07272,,,NA,M,Lipopolysaccharide biosynthesis protein
COG3757,K07273,,,NA,M,Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family
COG3758,K09975,,,NA,T,Various environmental stresses-induced protein Ves (function unknown)
COG3759,K08987,,,NA,S,Uncharacterized membrane protein
COG3762,K08988,,,NA,S,Uncharacterized membrane protein
COG3763,K09976,,,NA,S,Uncharacterized protein YneF, UPF0154 family
COG3764,K07284,,,NA,M,Sortase (surface protein transpeptidase)
COG3765,K05790,,,NA,M,LPS O-antigen chain length determinant protein, WzzB/FepE family
COG3765,K05789,,,NA,M,LPS O-antigen chain length determinant protein, WzzB/FepE family
COG3766,K08989,,,NA,S,Uncharacterized membrane protein YjfL, UPF0719 family
COG3768,K08990,,,NA,S,Uncharacterized membrane protein YcjF, UPF0283 family
COG3769,K07026,,,NA,G,Predicted mannosyl-3-phosphoglycerate phosphatase, HAD superfamily
COG3770,K07261,,,NA,M,Murein endopeptidase
COG3771,K08992,,,NA,S,Uncharacterized membrane protein YciS, DUF1049 family
COG3772,K01185,,,NA,M,Phage-related lysozyme (muramidase), GH24 family
COG3773,K01449,,,NA,DM,Cell wall hydrolase CwlJ, involved in spore germination
COG3774,K05534,,,NA,M,Mannosyltransferase OCH1 or related enzyme
COG3774,K22721,,,NA,M,Mannosyltransferase OCH1 or related enzyme
COG3774,K05528,,,NA,M,Mannosyltransferase OCH1 or related enzyme
COG3775,K02775,,,NA,G,Phosphotransferase system, galactitol-specific IIC component
COG3775,K20114,,,NA,G,Phosphotransferase system, galactitol-specific IIC component
COG3776,K08993,,,NA,S,Uncharacterized conserved protein YhhL, DUF1145 family
COG3777,K22541,,,NA,I,Hydroxyacyl-ACP dehydratase HTD2, hotdog domain
COG3777,K09709,,,NA,I,Hydroxyacyl-ACP dehydratase HTD2, hotdog domain
COG3777,K18291,,,NA,I,Hydroxyacyl-ACP dehydratase HTD2, hotdog domain
COG3780,K07500,,,NA,L,DNA endonuclease related to intein-encoded endonucleases
COG3781,K08994,,,NA,P,Predicted membrane chloride channel, bestrophin family
COG3782,K09977,,,NA,S,Uncharacterized protein
COG3783,K15536,,,NA,C,Soluble cytochrome b562
COG3784,K09978,,,NA,S,Uncharacterized conserved protein YdbL, DUF1318 family
COG3785,K11940,,,NA,O,Heat shock protein HspQ
COG3787,K09979,,,NA,S,Uncharacterized conserved protein YhbP, UPF0306 family
COG3788,K07136,,,NA,S,Uncharacterized membrane protein YecN, MAPEG domain
COG3789,K09980,,,NA,S,Uncharacterized protein YjfI, DUF2170 family
COG3793,K05793,,,NA,P,Tellurite resistance protein
COG3794,K02638,,,NA,C,Plastocyanin
COG3799,K04835,,,NA,E,Methylaspartate ammonia-lyase
COG3805,K10253,,,NA,Q,Aromatic ring-cleaving dioxygenase
COG3806,K07167,,,NA,T,Anti-sigma factor ChrR, cupin superfamily
COG3808,K15987,,,NA,C,Na+ or H+-translocating membrane pyrophosphatase
COG3809,K09981,,,NA,R,Predicted nucleic acid-binding protein, contains Zn-finger domain
COG3811,K09982,,,NA,S,Uncharacterized protein YjhX, UPF0386 family
COG3812,K09983,,,NA,S,Uncharacterized protein
COG3813,K09984,,,NA,S,Uncharacterized protein
COG3814,K09985,,,NA,S,Uncharacterized protein
COG3816,K09986,,,NA,S,Uncharacterized protein
COG3818,K06977,,,NA,R,Predicted acetyltransferase, GNAT superfamily
COG3820,K09987,,,NA,S,Uncharacterized protein
COG3822,K09988,,,NA,G,D-lyxose ketol-isomerase
COG3823,K22757,,,NA,O,Glutamine cyclotransferase
COG3825,K09989,,,NA,S,Uncharacterized conserved protein,  contains von Willebrand factor type A (vWA) domain
COG3826,K09990,,,NA,S,Uncharacterized protein
COG3827,K09991,,,NA,D,Cell pole-organizing protein PopZ
COG3828,K09992,,,NA,R,Type 1 glutamine amidotransferase (GATase1)-like domain
COG3829,K06714,,,NA,KT,Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains
COG3830,K07166,,,NA,T,ACT domain, binds amino acids and other small ligands
COG3833,K15772,,,NA,G,ABC-type maltose transport system, permease component
COG3833,K10110,,,NA,G,ABC-type maltose transport system, permease component
COG3833,K10115,,,NA,G,ABC-type maltose transport system, permease component
COG3835,K02647,,,NA,KT,Sugar diacid utilization regulator
COG3836,K01630,,,NA,G,2-keto-3-deoxy-L-rhamnonate aldolase RhmA
